PCIE1, 32, 37.6461017856
PCIE1, 64, 38.2436589568
PCIE1, 96, 47.2070165248
PCIE1, 128, 29.2803013888
PCIE1, 160, 29.87785856
PCIE1, 193, 39.4387732992
PCIE1, 225, 39.4387732992
PCIE1, 257, 46.0119021824
PCIE1, 289, 40.0363304704
PCIE1, 321, 39.4387732992
PCIE1, 353, 38.841216128
PCIE1, 385, 37.0485446144
PCIE1, 417, 38.841216128
PCIE1, 449, 38.841216128
PCIE1, 481, 38.841216128
PCIE2, 530, 92.7003956736
PCIE1, 546, 38.2436589568
PCIE2, 562, 93.8888622848
PCIE1, 578, 39.4387732992
PCIE2, 594, 92.106162368
PCIE1, 610, 28.6827442176
PCIE2, 626, 92.106162368
PCIE1, 642, 45.4143450112
PCIE2, 658, 92.7003956736
PCIE1, 674, 39.4387732992
PCIE2, 690, 91.5119290624
PCIE1, 706, 37.6461017856
PCIE2, 722, 91.5119290624
PCIE1, 738, 37.6461017856
PCIE2, 754, 89.13499584
PCIE1, 770, 29.87785856
PCIE2, 787, 90.9176957568
PCIE1, 803, 38.2436589568
PCIE2, 819, 93.8888622848
PCIE1, 835, 38.841216128
PCIE2, 851, 91.5119290624
PCIE1, 867, 47.2070165248
PCIE2, 883, 92.106162368
PCIE1, 899, 40.0363304704
PCIE2, 915, 90.3234624512
PCIE1, 931, 39.4387732992
PCIE2, 947, 92.106162368
PCIE1, 963, 39.4387732992
PCIE2, 979, 92.106162368
PCIE1, 995, 38.2436589568
PCIE2, 1011, 90.3234624512
PCIE2, 1043, 90.3234624512
PCIE1, 1059, 47.1778403712
PCIE2, 1075, 92.106162368
PCIE1, 1091, 29.2622047872
PCIE2, 1108, 92.106162368
PCIE1, 1124, 47.1778403712
PCIE2, 1140, 89.7292291456
PCIE1, 1156, 37.0256468736
PCIE2, 1172, 91.5119290624
PCIE1, 1188, 40.0115861376
PCIE2, 1204, 91.5119290624
PCIE1, 1220, 38.817210432
PCIE2, 1236, 92.106162368
PCIE1, 1252, 37.6228347264
PCIE2, 1268, 92.106162368
PCIE1, 1284, 40.0115861376
PCIE2, 1300, 93.2946289792
PCIE1, 1316, 38.817210432
PCIE2, 1332, 94.4830955904
PCIE1, 1348, 40.0115861376
PCIE2, 1364, 92.7003956736
PCIE1, 1381, 37.6228347264
PCIE2, 1397, 91.5119290624
PCIE1, 1413, 45.9834646656
PCIE2, 1429, 92.7003956736
PCIE1, 1445, 40.6087739904
PCIE2, 1461, 91.5119290624
PCIE1, 1477, 38.2200225792
PCIE2, 1493, 92.7003956736
PCIE1, 1509, 38.817210432
PCIE2, 1525, 89.7292291456
PCIE2, 1557, 91.5119290624
PCIE1, 1573, 45.9834646656
PCIE2, 1589, 93.2946289792
PCIE1, 1605, 29.2622047872
PCIE2, 1621, 93.2946289792
PCIE1, 1637, 47.1778403712
PCIE2, 1653, 92.106162368
PCIE1, 1670, 39.4143982848
PCIE2, 1686, 93.8888622848
PCIE1, 1702, 38.2200225792
PCIE2, 1718, 91.5119290624
PCIE1, 1734, 38.817210432
PCIE2, 1750, 92.106162368
PCIE1, 1766, 29.85939264
PCIE2, 1782, 92.106162368
PCIE1, 1798, 38.2200225792
PCIE2, 1814, 89.7292291456
PCIE1, 1830, 38.817210432
PCIE2, 1846, 91.5119290624
PCIE1, 1862, 29.85939264
PCIE2, 1878, 92.106162368
PCIE1, 1894, 39.4143982848
PCIE2, 1910, 92.106162368
PCIE1, 1926, 30.4565804928
PCIE2, 1942, 90.9176957568
PCIE1, 1958, 38.2200225792
PCIE2, 1974, 91.5119290624
PCIE1, 1991, 37.0256468736
PCIE2, 2007, 91.5119290624
PCIE1, 2023, 38.817210432
PCIE2, 2039, 91.5119290624
PCIE2, 2071, 92.106162368
PCIE1, 2087, 38.2436589568
PCIE2, 2103, 92.7003956736
PCIE1, 2119, 39.4387732992
PCIE2, 2135, 92.7003956736
PCIE1, 2151, 47.2070165248
PCIE2, 2167, 92.7003956736
PCIE1, 2183, 45.4143450112
PCIE2, 2199, 89.7292291456
PCIE1, 2215, 30.4754157312
PCIE2, 2231, 92.106162368
PCIE1, 2247, 38.2436589568
PCIE2, 2263, 92.106162368
PCIE1, 2280, 39.4387732992
PCIE2, 2296, 90.3234624512
PCIE1, 2312, 28.6827442176
PCIE2, 2328, 91.5119290624
PCIE1, 2344, 38.841216128
PCIE2, 2360, 92.106162368
PCIE1, 2376, 29.87785856
PCIE2, 2392, 92.7003956736
PCIE1, 2408, 46.6094593536
PCIE2, 2424, 92.106162368
PCIE1, 2440, 39.4387732992
PCIE2, 2456, 94.4830955904
PCIE1, 2472, 38.2436589568
PCIE2, 2488, 91.5119290624
PCIE1, 2504, 47.2070165248
PCIE2, 2520, 93.2946289792
PCIE1, 2536, 39.4387732992
PCIE2, 2552, 93.8888622848
PCIE2, 2585, 90.3234624512
PCIE1, 2601, 38.2436589568
PCIE2, 2617, 91.5119290624
PCIE1, 2633, 37.0485446144
PCIE2, 2649, 92.7003956736
PCIE1, 2665, 47.2070165248
PCIE2, 2681, 91.5119290624
PCIE1, 2697, 38.841216128
PCIE2, 2713, 92.7003956736
PCIE1, 2729, 39.4387732992
PCIE2, 2745, 91.5119290624
PCIE1, 2761, 38.2436589568
PCIE2, 2777, 92.7003956736
PCIE1, 2793, 37.6461017856
PCIE2, 2809, 92.7003956736
PCIE1, 2825, 38.841216128
PCIE2, 2841, 92.106162368
PCIE1, 2858, 37.6461017856
PCIE2, 2874, 92.7003956736
PCIE1, 2890, 39.4387732992
PCIE2, 2906, 89.7292291456
PCIE1, 2922, 39.4387732992
PCIE2, 2938, 91.5119290624
PCIE1, 2954, 38.841216128
PCIE2, 2970, 90.9176957568
PCIE1, 2986, 29.87785856
PCIE2, 3002, 90.9176957568
PCIE1, 3018, 37.0485446144
PCIE2, 3034, 92.7003956736
PCIE1, 3050, 38.2436589568
PCIE2, 3066, 93.2946289792
PCIE2, 3098, 93.2946289792
PCIE1, 3114, 38.2436589568
PCIE2, 3130, 90.9176957568
PCIE1, 3146, 29.2803013888
PCIE2, 3163, 91.5119290624
PCIE1, 3179, 38.2436589568
PCIE2, 3195, 94.4830955904
PCIE1, 3211, 41.2314448128
PCIE2, 3227, 90.3234624512
PCIE1, 3243, 38.2436589568
PCIE2, 3259, 92.7003956736
PCIE1, 3275, 38.2436589568
PCIE2, 3291, 90.3234624512
PCIE1, 3307, 37.6461017856
PCIE2, 3323, 91.5119290624
PCIE1, 3339, 47.2070165248
PCIE2, 3355, 90.9176957568
PCIE1, 3371, 38.2436589568
PCIE2, 3387, 91.5119290624
PCIE1, 3403, 38.2436589568
PCIE2, 3419, 93.2946289792
PCIE1, 3435, 45.4143450112
PCIE2, 3452, 93.2946289792
PCIE1, 3468, 37.0485446144
PCIE2, 3484, 92.7003956736
PCIE1, 3500, 39.4387732992
PCIE2, 3516, 91.5119290624
